G3-VS-S3.down-DOMAIN_Ensembl-Gene-Rankings.txt	
G3-VS-S3.down-DOMAIN_Ensembl-Gene-Rankings.txt	GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
G3-VS-S3.up-GO_Ensembl-Gene-Rankings.txt	LOCMI00075	LOCMI00075	glucose dehydrogenase	1	0.142857142857	LOCMI00075	oxidoreductase activity
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15707	LOCMI15707	glutathione S-transferase sigma 1	2	0.333333333333	LOCMI15707	Glutathione metabolism:map00480 // Metabolism of xenobiotics by cytochrome P450:map00980
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15698	LOCMI15698	glutathione S-transferase sigma 3	2	0.333333333333	LOCMI15698	Glutathione metabolism:map00480 // Metabolism of xenobiotics by cytochrome P450:map00980
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15696	LOCMI15696	glutathione S-transferase sigma 1	2	0.333333333333	LOCMI15696	Glutathione metabolism:map00480 // Metabolism of xenobiotics by cytochrome P450:map00980
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15694	LOCMI15694	glutathione S-transferase delta	2	0.333333333333	LOCMI15694	Glutathione metabolism:map00480 // Metabolism of xenobiotics by cytochrome P450:map00980
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI08143	LOCMI08143	A7RV33_NEMVE Predicted protein	2	0.333333333333	LOCMI08143	Glutathione metabolism:map00480 // Metabolism of xenobiotics by cytochrome P450:map00980
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI04442	LOCMI04442	microsomal glutathione transferase	2	0.333333333333	LOCMI04442	Glutathione metabolism:map00480 // Metabolism of xenobiotics by cytochrome P450:map00980
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI16282	LOCMI16282	E9IEY1_SOLIN Putative uncharacterized protein (Fragment)	1	0.166666666667	LOCMI16282	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI16102	LOCMI16102	vacuolar ATPase G subunit-like protein	1	0.166666666667	LOCMI16102	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI16094	LOCMI16094	CG12859	1	0.166666666667	LOCMI16094	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI16093	LOCMI16093	D6WV34_TRICA Putative uncharacterized protein	1	0.166666666667	LOCMI16093	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI16086	LOCMI16086	GJ18263	1	0.166666666667	LOCMI16086	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI16084	LOCMI16084	AGAP004616-PA	1	0.166666666667	LOCMI16084	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI16074	LOCMI16074	GH11536	1	0.166666666667	LOCMI16074	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI16062	LOCMI16062	GJ13165	1	0.166666666667	LOCMI16062	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI16058	LOCMI16058	C1BMA6_OSMMO Ubiquinol-cytochrome c reductase complex 6.4 kDa protein	1	0.166666666667	LOCMI16058	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI16039	LOCMI16039	succinate dehydrogenase, putative	1	0.166666666667	LOCMI16039	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI16037	LOCMI16037	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 11	1	0.166666666667	LOCMI16037	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI16024	LOCMI16024	GH10285	1	0.166666666667	LOCMI16024	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI16023	LOCMI16023	GJ17901	1	0.166666666667	LOCMI16023	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI16008	LOCMI16008	D6WXE2_TRICA Putative uncharacterized protein	1	0.166666666667	LOCMI16008	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI16006	LOCMI16006	H+ transporting ATP synthase subunit e	1	0.166666666667	LOCMI16006	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15992	LOCMI15992	D7EJQ8_TRICA Putative uncharacterized protein	1	0.166666666667	LOCMI15992	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15980	LOCMI15980	ubiquinol-cytochrome c reductase complex	1	0.166666666667	LOCMI15980	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15979	LOCMI15979	GF16047	1	0.166666666667	LOCMI15979	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15966	LOCMI15966	AGAP001711-PA	1	0.166666666667	LOCMI15966	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15959	LOCMI15959	Cytochrome c oxidase subunit 5B, mitochondrial	1	0.166666666667	LOCMI15959	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15958	LOCMI15958	NADH ubiquinone dehydrogenase	1	0.166666666667	LOCMI15958	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15952	LOCMI15952	D6WEW9_TRICA Putative uncharacterized protein	1	0.166666666667	LOCMI15952	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15925	LOCMI15925	AGAP001138-PA	1	0.166666666667	LOCMI15925	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15917	LOCMI15917	Q1HR18_AEDAE Mitochondrial ubiquinol-cytochrome c reductase hinge protein	1	0.166666666667	LOCMI15917	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15915	LOCMI15915	cytochrome c oxidase, subunit VIA, putative	1	0.166666666667	LOCMI15915	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15914	LOCMI15914	D6WRY0_TRICA Putative uncharacterized protein	1	0.166666666667	LOCMI15914	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15911	LOCMI15911	ATP synthase lipid-binding protein, mitochondrial	1	0.166666666667	LOCMI15911	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15910	LOCMI15910	mitochondrial acyl carrier protein 1 isoform B	1	0.166666666667	LOCMI15910	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15895	LOCMI15895	cytochrome c oxidase subunit VIIA putative	1	0.166666666667	LOCMI15895	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15894	LOCMI15894	vacuolar ATP synthase subunit F	1	0.166666666667	LOCMI15894	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15892	LOCMI15892	AGAP000849-PA	1	0.166666666667	LOCMI15892	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15890	LOCMI15890	AGAP012188-PA	1	0.166666666667	LOCMI15890	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15884	LOCMI15884	Q1HR38_AEDAE Hydrogen-transporting ATP synthase, G-subunit, putative	1	0.166666666667	LOCMI15884	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15865	LOCMI15865	vacuolar H+-ATPase v1 sector subunit D	1	0.166666666667	LOCMI15865	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15863	LOCMI15863	NADH dehydrogenase, putative	1	0.166666666667	LOCMI15863	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15858	LOCMI15858	GK15672	1	0.166666666667	LOCMI15858	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15838	LOCMI15838	B0X2B1_CULQU Putative uncharacterized protein	1	0.166666666667	LOCMI15838	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15830	LOCMI15830	AGAP007297-PA	1	0.166666666667	LOCMI15830	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15826	LOCMI15826	GJ18263	1	0.166666666667	LOCMI15826	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15807	LOCMI15807	Similar to CG4692	1	0.166666666667	LOCMI15807	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15795	LOCMI15795	PREDICTED: similar to NADH-ubiquinone oxidoreductase ashi subunit	1	0.166666666667	LOCMI15795	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15786	LOCMI15786	PREDICTED: cytochrome c oxidase subunit 7C, mitochondrial-like isoform 1	1	0.166666666667	LOCMI15786	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15775	LOCMI15775	PREDICTED: NADH dehydrogenase	1	0.166666666667	LOCMI15775	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15760	LOCMI15760	D6WQQ4_TRICA Putative uncharacterized protein	1	0.166666666667	LOCMI15760	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15434	LOCMI15434	PREDICTED: 40S ribosomal protein S15	1	0.166666666667	LOCMI15434	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15334	LOCMI15334	proteasome subunit beta 7	1	0.166666666667	LOCMI15334	Proteasome:map03050
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15205	LOCMI15205	60S ribosomal protein L38	1	0.166666666667	LOCMI15205	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI14819	LOCMI14819	mitochondrial ribosomal protein, L23	1	0.166666666667	LOCMI14819	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI13842	LOCMI13842	GL15397	1	0.166666666667	LOCMI13842	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI13626	LOCMI13626	60S ribosomal protein L12	1	0.166666666667	LOCMI13626	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI13569	LOCMI13569	Q4LAY4_9COLE Ribosomal protein S28e	1	0.166666666667	LOCMI13569	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI13545	LOCMI13545	60S ribosomal protein L8	1	0.166666666667	LOCMI13545	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI13397	LOCMI13397	Q4GXE5_JULON Ribosomal protein L24e	1	0.166666666667	LOCMI13397	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI13355	LOCMI13355	PREDICTED: 40S ribosomal protein S18	1	0.166666666667	LOCMI13355	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI13033	LOCMI13033	PREDICTED: ATP synthase subunit epsilon, mitochondrial-like isoform 1	1	0.166666666667	LOCMI13033	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI12362	LOCMI12362	39S ribosomal protein L11, mitochondrial	1	0.166666666667	LOCMI12362	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI12288	LOCMI12288	60S ribosomal protein L44	1	0.166666666667	LOCMI12288	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI11496	LOCMI11496	PREDICTED: 40S ribosomal protein S19a-like	1	0.166666666667	LOCMI11496	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI11190	LOCMI11190	mitochondrial ribosomal protein, S18C, putative	1	0.166666666667	LOCMI11190	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI11068	LOCMI11068	ribosomal protein L36e	1	0.166666666667	LOCMI11068	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI11065	LOCMI11065	GK10846	1	0.166666666667	LOCMI11065	Oxidative phosphorylation:map00190
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI10952	LOCMI10952	Proteasome subunit beta type-3	1	0.166666666667	LOCMI10952	Proteasome:map03050
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI10621	LOCMI10621	ribosomal protein L31e	1	0.166666666667	LOCMI10621	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI10612	LOCMI10612	RecName: Full=Protein transport protein Sec61 subunit gamma gb|AAP47228.1| Sec61p gamma subunit	1	0.166666666667	LOCMI10612	Protein export:map03060
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI10600	LOCMI10600	putative ribosomal protein S4e	1	0.166666666667	LOCMI10600	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI10394	LOCMI10394	ribosomal protein L35	1	0.166666666667	LOCMI10394	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI10269	LOCMI10269	ubiquitin/ribosomal protein S27Ae fusion protein	1	0.166666666667	LOCMI10269	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI10141	LOCMI10141	PREDICTED: proteasome maturation protein-like	1	0.166666666667	LOCMI10141	Proteasome:map03050
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI10036	LOCMI10036	ribosomal protein L22	1	0.166666666667	LOCMI10036	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI09756	LOCMI09756	PREDICTED: 60S ribosomal protein L30-like	1	0.166666666667	LOCMI09756	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI09731	LOCMI09731	S20e ribosomal protein	1	0.166666666667	LOCMI09731	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI09637	LOCMI09637	Q56FD3_LYSTE Ribosomal protein L13a	1	0.166666666667	LOCMI09637	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI09605	LOCMI09605	putative ribosomal protein 49	1	0.166666666667	LOCMI09605	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI09539	LOCMI09539	ribosomal protein S30	1	0.166666666667	LOCMI09539	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI09429	LOCMI09429	Signal recognition particle receptor subunit beta	1	0.166666666667	LOCMI09429	Protein export:map03060
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI09316	LOCMI09316	ribosomal protein S8	1	0.166666666667	LOCMI09316	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI09269	LOCMI09269	PREDICTED: 40S ribosomal protein S16	1	0.166666666667	LOCMI09269	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI08559	LOCMI08559	GA15071	1	0.166666666667	LOCMI08559	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI08528	LOCMI08528	ribosomal protein L13	1	0.166666666667	LOCMI08528	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI08029	LOCMI08029	60S ribosomal protein L38	1	0.166666666667	LOCMI08029	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI07886	LOCMI07886	B0WL56_CULQU 39S ribosomal protein L14, mitochondrial	1	0.166666666667	LOCMI07886	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI07867	LOCMI07867	ribosomal protein L14	1	0.166666666667	LOCMI07867	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI07717	LOCMI07717	40S ribosomal protein S24	1	0.166666666667	LOCMI07717	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI07539	LOCMI07539	PREDICTED: 60S ribosomal protein L15	1	0.166666666667	LOCMI07539	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI07471	LOCMI07471	ribosomal protein L6	1	0.166666666667	LOCMI07471	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI07458	LOCMI07458	mitochondrial ribosomal protein, L33	1	0.166666666667	LOCMI07458	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI07300	LOCMI07300	PREDICTED: ubiquitin-like protein FUBI-like	1	0.166666666667	LOCMI07300	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI07111	LOCMI07111	PREDICTED: trans-1,2-dihydrobenzene-1,2-diol dehydrogenase-like	1	0.166666666667	LOCMI07111	Metabolism of xenobiotics by cytochrome P450:map00980
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI07012	LOCMI07012	60S ribosomal protein L21	1	0.166666666667	LOCMI07012	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI06694	LOCMI06694	acidic ribosomal protein	1	0.166666666667	LOCMI06694	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI06322	LOCMI06322	GF14155	1	0.166666666667	LOCMI06322	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI06257	LOCMI06257	PREDICTED: 40S ribosomal protein S5a-like	1	0.166666666667	LOCMI06257	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI06222	LOCMI06222	Q4GXD7_PLAAL Ribosomal protein L26e	1	0.166666666667	LOCMI06222	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI05931	LOCMI05931	putative ribosomal protein S25	1	0.166666666667	LOCMI05931	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI05642	LOCMI05642	putative ribosomal protein S23e	1	0.166666666667	LOCMI05642	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI05567	LOCMI05567	40S ribosomal protein S24	1	0.166666666667	LOCMI05567	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI05551	LOCMI05551	AGAP004818-PA	1	0.166666666667	LOCMI05551	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI05114	LOCMI05114	ribosomal protein L35	1	0.166666666667	LOCMI05114	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI04863	LOCMI04863	PREDICTED: 60S ribosomal protein L9	1	0.166666666667	LOCMI04863	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI04853	LOCMI04853	signal recognition particle	1	0.166666666667	LOCMI04853	Protein export:map03060
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI04836	LOCMI04836	ribosomal protein L19e	1	0.166666666667	LOCMI04836	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI03823	LOCMI03823	ribosomal protein L19e	1	0.166666666667	LOCMI03823	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI03768	LOCMI03768	PREDICTED: 40S ribosomal protein S14a	1	0.166666666667	LOCMI03768	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI03326	LOCMI03326	40S ribosomal protein S11	1	0.166666666667	LOCMI03326	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI03230	LOCMI03230	PREDICTED: ribonucleotide reductase M2 polypeptide-like	1	0.166666666667	LOCMI03230	Glutathione metabolism:map00480
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI02690	LOCMI02690	Q56FF3_LYSTE Ribosomal protein S15A	1	0.166666666667	LOCMI02690	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI02613	LOCMI02613	PREDICTED: 60S ribosomal protein L4-like	1	0.166666666667	LOCMI02613	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI02563	LOCMI02563	ribosomal protein L13	1	0.166666666667	LOCMI02563	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI02554	LOCMI02554	PREDICTED: proteasome subunit alpha type-7-like	1	0.166666666667	LOCMI02554	Proteasome:map03050
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI02239	LOCMI02239	ribosomal protein L27Ae	1	0.166666666667	LOCMI02239	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI02121	LOCMI02121	PREDICTED: 40S ribosomal protein S9-like	1	0.166666666667	LOCMI02121	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI02068	LOCMI02068	ribosomal protein S13	1	0.166666666667	LOCMI02068	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI02056	LOCMI02056	Q7QCF8_ANOGA AGAP002606-PA	1	0.166666666667	LOCMI02056	Proteasome:map03050
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI01789	LOCMI01789	60S ribosomal protein L21	1	0.166666666667	LOCMI01789	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI01674	LOCMI01674	PREDICTED: 60S ribosomal protein L3-like	1	0.166666666667	LOCMI01674	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI01469	LOCMI01469	putative ribosomal protein S27	1	0.166666666667	LOCMI01469	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI01417	LOCMI01417	PREDICTED: similar to proteasome subunit beta type 5,8	1	0.166666666667	LOCMI01417	Proteasome:map03050
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI01249	LOCMI01249	60S ribosomal protein L35a	1	0.166666666667	LOCMI01249	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI01110	LOCMI01110	PREDICTED: 40S ribosomal protein S26	1	0.166666666667	LOCMI01110	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI00924	LOCMI00924	Probable 26S proteasome non-ATPase regulatory subunit 3	1	0.166666666667	LOCMI00924	Proteasome:map03050
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI00915	LOCMI00915	signal peptidase complex subunit 1-like protein	1	0.166666666667	LOCMI00915	Protein export:map03060
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI00680	LOCMI00680	PREDICTED: 60S ribosomal protein L11-like	1	0.166666666667	LOCMI00680	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI00502	LOCMI00502	40S ribosomal protein S21, putative	1	0.166666666667	LOCMI00502	Ribosome:map03010
G4-VS-S4.up-KEGG_Ensembl-Gene-Rankings.txt	LOCMI00130	LOCMI00130	PREDICTED: 60S ribosomal protein L38-like	1	0.166666666667	LOCMI00130	Ribosome:map03010
G4-VS-S4.up-DOMAIN_Ensembl-Gene-Rankings.txt	
G4-VS-S4.up-DOMAIN_Ensembl-Gene-Rankings.txt	GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
G4-VS-S4.up-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI13526	LOCMI13526	Histone H2B	1	1.0	LOCMI13526	Histone H2B:IPR000558
G4-VS-S4.up-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI08350	LOCMI08350	Histone H2B	1	1.0	LOCMI08350	Histone H2B:IPR000558
G4-VS-S4.up-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI00625	LOCMI00625	PREDICTED: histone H2B.3-like	1	1.0	LOCMI00625	Histone H2B:IPR000558
G4-VS-S4.down-KEGG_Ensembl-Gene-Rankings.txt	
G4-VS-S4.down-KEGG_Ensembl-Gene-Rankings.txt	GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
G4-VS-S4.down-KEGG_Ensembl-Gene-Rankings.txt	LOCMI17331	LOCMI17331	Q0Z942_TRICA Chitinase 7	1	1.0	LOCMI17331	Amino sugar and nucleotide sugar metabolism:map00520
G4-VS-S4.down-KEGG_Ensembl-Gene-Rankings.txt	LOCMI17048	LOCMI17048	chitinase 5 precursor	1	1.0	LOCMI17048	Amino sugar and nucleotide sugar metabolism:map00520
G4-VS-S4.down-KEGG_Ensembl-Gene-Rankings.txt	LOCMI15467	LOCMI15467	PREDICTED: chitooligosaccharidolytic beta-N-acetylglucosaminidase-like	1	1.0	LOCMI15467	Amino sugar and nucleotide sugar metabolism:map00520
G4-VS-S4.down-KEGG_Ensembl-Gene-Rankings.txt	LOCMI13600	LOCMI13600	Q0Z939_TRICA Chitinase 10	1	1.0	LOCMI13600	Amino sugar and nucleotide sugar metabolism:map00520
